Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TrainingTimesLastYear,WorkLifeBalance,Attrition,Age_Group,Distance_Group,HourlyRate_Group,MonthlyIncome_Group,MonthlyRate_Group,DailyRate_Group,PercentSalaryHike_Group
32.0,Non-Travel,802.7306374228924,Research & Development,29.0,Master,Medical,Very High,Female,69.0,High,1.0,Laboratory Technician,High,Single,4025.0,11135.0,9.0,No,12.0,Excellent,Medium,2.0,Better,No,Age_group 2,Distance_5,HourlyRate_3,Income_2,Rate_2,DailyRate_3,PercentSalaryHike_1
34.0,Travel_Rarely,216.0,Sales,1.0,Master,Marketing,Medium,Male,75.0,Very High,2.0,Sales Executive,Very High,Married,9725.0,12278.0,0.0,No,11.0,Excellent,Very High,2.0,Good,No,Age_group 2,Distance_1,HourlyRate_4,Income_4,Rate_3,DailyRate_1,PercentSalaryHike_1
59.0,Travel_Rarely,1089.0,Sales,1.0,College,Technical Degree,Medium,Male,66.0,High,3.0,Manager,Very High,Married,11904.0,11038.0,3.0,Yes,14.0,Excellent,High,1.0,Bad,No,Age_group 5,Distance_1,HourlyRate_3,Income_5,Rate_2,DailyRate_4,PercentSalaryHike_3
45.0,Travel_Rarely,788.0,Human Resources,24.0,Master,Medical,Medium,Male,36.0,High,1.0,Human Resources,Medium,Single,2177.0,8318.0,1.0,No,16.0,Excellent,Low,3.0,Better,No,Age_group 4,Distance_5,HourlyRate_1,Income_1,Rate_2,DailyRate_3,PercentSalaryHike_4
53.0,Travel_Frequently,124.0,Sales,2.0,Bachelor,Marketing,High,Female,38.0,Medium,3.0,Sales Executive,Medium,Married,7525.0,23537.0,2.0,No,12.0,Excellent,Low,2.0,Better,No,Age_group 5,Distance_1,HourlyRate_1,Income_4,Rate_5,DailyRate_1,PercentSalaryHike_1
36.0,Travel_Rarely,660.0,Research & Development,15.0,Bachelor,Other,Low,Male,81.0,High,2.0,Laboratory Technician,High,Divorced,4834.0,7858.0,7.0,No,14.0,Excellent,Medium,3.0,Good,Yes,Age_group 3,Distance_4,HourlyRate_4,Income_3,Rate_2,DailyRate_2,PercentSalaryHike_3
26.0,Travel_Frequently,342.0,Research & Development,2.0,Bachelor,Life Sciences,Low,Male,57.0,High,1.0,Sales Executive,Low,Married,2042.0,15346.0,6.0,Yes,14.0,Excellent,Medium,2.0,Better,Yes,Age_group 1,Distance_1,HourlyRate_2,Income_1,Rate_3,DailyRate_1,PercentSalaryHike_3
34.0,Travel_Rarely,1333.0,Sales,10.0,Master,Life Sciences,High,Female,87.0,High,1.0,Sales Executive,High,Married,2220.0,18410.0,1.0,Yes,19.0,Excellent,Very High,2.0,Better,No,Age_group 2,Distance_4,HourlyRate_4,Income_1,Rate_4,DailyRate_5,PercentSalaryHike_4
28.0,Travel_Rarely,1144.0,Sales,10.0,Below College,Medical,Very High,Male,74.0,High,1.0,Sales Representative,Medium,Married,1052.0,23384.0,1.0,No,22.0,Outstanding,Medium,5.0,Better,No,Age_group 1,Distance_4,HourlyRate_4,Income_1,Rate_5,DailyRate_4,PercentSalaryHike_5
38.0,Travel_Frequently,1186.0,Research & Development,3.0,Master,Other,High,Male,44.0,High,1.0,Research Scientist,High,Married,2821.0,2997.0,3.0,No,16.0,Excellent,Low,2.0,Better,No,Age_group 3,Distance_2,HourlyRate_1,Income_2,Rate_1,DailyRate_4,PercentSalaryHike_4
50.0,Travel_Rarely,1464.0,Research & Development,2.0,Master,Medical,Medium,Male,62.0,High,5.0,Research Director,High,Married,19237.0,12853.0,1.0,Yes,11.0,Excellent,Very High,2.0,Good,No,Age_group 5,Distance_1,HourlyRate_3,Income_5,Rate_3,DailyRate_5,PercentSalaryHike_1
37.0,Travel_Rarely,124.0,Research & Development,3.0,Bachelor,Other,Very High,Female,35.0,High,2.0,Healthcare Representative,Medium,Single,4107.0,13848.0,3.0,No,15.0,Excellent,Low,3.0,Good,No,Age_group 3,Distance_2,HourlyRate_1,Income_2,Rate_3,DailyRate_1,PercentSalaryHike_3
40.0,Travel_Rarely,300.0,Sales,26.0,Bachelor,Marketing,High,Male,74.0,High,2.0,Sales Executive,Low,Married,8396.0,22217.0,1.0,No,14.0,Excellent,Medium,3.0,Good,No,Age_group 4,Distance_5,HourlyRate_4,Income_4,Rate_5,DailyRate_1,PercentSalaryHike_3
26.0,Travel_Frequently,921.0,Research & Development,1.0,Below College,Medical,Low,Female,66.0,Medium,1.0,Research Scientist,High,Divorced,2007.0,25265.0,1.0,No,13.0,Excellent,High,5.0,Better,No,Age_group 1,Distance_1,HourlyRate_3,Income_1,Rate_5,DailyRate_3,PercentSalaryHike_2
46.0,Travel_Rarely,430.0,Research & Development,1.0,Master,Medical,Very High,Male,40.0,High,5.0,Research Director,Very High,Divorced,19627.0,21445.0,9.0,No,17.0,Excellent,Very High,0.0,Better,No,Age_group 5,Distance_1,HourlyRate_1,Income_5,Rate_4,DailyRate_2,PercentSalaryHike_4
54.0,Travel_Rarely,1082.0,Sales,2.0,Master,Life Sciences,High,Female,41.0,Medium,3.0,Sales Executive,High,Married,6509.432098765432,8392.0,6.0,No,15.206064782908339,Excellent,Medium,4.0,Better,No,Age_group 5,Distance_1,HourlyRate_1,Income_4,Rate_2,DailyRate_4,PercentSalaryHike_4
56.0,Travel_Frequently,1240.0,Research & Development,9.0,Bachelor,Medical,Low,Female,63.0,High,1.0,Research Scientist,High,Married,2942.0,12154.0,2.0,No,19.0,Excellent,Medium,4.0,Better,No,Age_group 5,Distance_3,HourlyRate_3,Income_2,Rate_3,DailyRate_5,PercentSalaryHike_4
36.0,Travel_Rarely,796.0,Research & Development,12.0,Doctor,Medical,Very High,Female,51.0,Medium,3.0,Manufacturing Director,Very High,Single,8858.0,15669.0,0.0,No,11.0,Excellent,Medium,2.0,Good,No,Age_group 3,Distance_4,HourlyRate_2,Income_4,Rate_3,DailyRate_3,PercentSalaryHike_1
55.0,Non-Travel,444.0,Research & Development,2.0,Below College,Medical,High,Male,40.0,Medium,4.0,Manager,Low,Single,16756.0,17323.0,7.0,No,15.0,Excellent,Medium,3.0,Best,No,Age_group 5,Distance_1,HourlyRate_1,Income_5,Rate_4,DailyRate_2,PercentSalaryHike_3
43.0,Travel_Rarely,415.0,Sales,25.0,Bachelor,Medical,High,Male,79.0,Medium,3.0,Sales Executive,Very High,Divorced,10798.0,5268.0,5.0,No,13.0,Excellent,High,5.0,Better,No,Age_group 4,Distance_5,HourlyRate_4,Income_5,Rate_1,DailyRate_2,PercentSalaryHike_2
20.0,Travel_Frequently,769.0,Sales,9.0,Bachelor,Life Sciences,Very High,Female,54.0,High,1.0,Sales Representative,Very High,Single,2323.0,17205.0,1.0,Yes,14.0,Excellent,Medium,3.0,Better,Yes,Age_group 1,Distance_3,HourlyRate_2,Income_1,Rate_4,DailyRate_3,PercentSalaryHike_3
21.0,Travel_Rarely,1334.0,Research & Development,10.0,Bachelor,Life Sciences,High,Female,36.0,High,1.0,Laboratory Technician,Low,Single,1416.0,17258.0,1.0,No,13.0,Excellent,Low,6.0,Good,Yes,Age_group 1,Distance_4,HourlyRate_1,Income_1,Rate_4,DailyRate_5,PercentSalaryHike_2
46.0,Travel_Rarely,1003.0,Research & Development,8.0,Master,Life Sciences,Very High,Female,74.0,Medium,2.0,Research Scientist,Low,Divorced,4615.0,21029.0,8.0,Yes,23.0,Outstanding,Low,2.0,Better,No,Age_group 5,Distance_3,HourlyRate_4,Income_3,Rate_4,DailyRate_4,PercentSalaryHike_5
51.0,Travel_Rarely,1323.0,Research & Development,4.0,Master,Life Sciences,Low,Male,34.0,High,1.0,Research Scientist,High,Married,2461.0,10332.0,9.0,Yes,12.0,Excellent,High,2.0,Best,Yes,Age_group 5,Distance_2,HourlyRate_1,Income_1,Rate_2,DailyRate_5,PercentSalaryHike_1
28.0,Non-Travel,1366.0,Research & Development,24.0,College,Technical Degree,Medium,Male,72.0,Medium,3.0,Healthcare Representative,Low,Single,8722.0,12355.0,1.0,No,12.0,Excellent,Low,2.0,Good,Yes,Age_group 1,Distance_5,HourlyRate_3,Income_4,Rate_3,DailyRate_5,PercentSalaryHike_1
26.0,Travel_Rarely,192.0,Research & Development,1.0,College,Medical,Low,Male,59.0,Medium,1.0,Laboratory Technician,Low,Married,3955.0,11141.0,1.0,No,16.0,Excellent,Low,2.0,Better,No,Age_group 1,Distance_1,HourlyRate_2,Income_2,Rate_2,DailyRate_1,PercentSalaryHike_4
30.0,Travel_Rarely,1176.0,Research & Development,20.0,Bachelor,Other,High,Male,85.0,High,2.0,Manufacturing Director,Low,Married,9957.0,9096.0,0.0,No,15.0,Excellent,High,1.0,Good,No,Age_group 2,Distance_5,HourlyRate_4,Income_5,Rate_2,DailyRate_4,PercentSalaryHike_3
41.0,Travel_Rarely,509.0,Research & Development,7.0,College,Technical Degree,Medium,Female,43.0,Very High,1.0,Research Scientist,High,Married,3376.0,18863.0,1.0,No,13.0,Excellent,High,3.0,Better,No,Age_group 4,Distance_3,HourlyRate_1,Income_2,Rate_4,DailyRate_2,PercentSalaryHike_2
38.0,Travel_Rarely,330.0,Research & Development,17.0,Below College,Life Sciences,High,Female,65.0,Medium,3.0,Healthcare Representative,High,Married,8823.0,24608.0,0.0,No,18.0,Excellent,Low,4.0,Good,No,Age_group 3,Distance_5,HourlyRate_3,Income_4,Rate_5,DailyRate_1,PercentSalaryHike_4
40.0,Travel_Rarely,1492.0,Research & Development,20.0,Master,Technical Degree,Low,Male,61.0,High,3.0,Healthcare Representative,Very High,Married,10322.0,26542.0,4.0,No,20.0,Outstanding,Very High,6.0,Better,No,Age_group 4,Distance_5,HourlyRate_3,Income_5,Rate_5,DailyRate_5,PercentSalaryHike_5
27.0,Non-Travel,1277.0,Research & Development,8.0,Doctor,Life Sciences,Low,Male,87.0,Low,1.0,Laboratory Technician,High,Married,4621.0,5869.0,1.0,No,19.0,Excellent,Very High,4.0,Better,No,Age_group 1,Distance_3,HourlyRate_4,Income_3,Rate_1,DailyRate_5,PercentSalaryHike_4
55.0,Travel_Frequently,1091.0,Research & Development,2.0,Below College,Life Sciences,Very High,Male,65.0,High,3.0,Manufacturing Director,Medium,Married,10976.0,15813.0,3.0,No,18.0,Excellent,Medium,4.0,Better,No,Age_group 5,Distance_1,HourlyRate_3,Income_5,Rate_3,DailyRate_4,PercentSalaryHike_4
28.0,Travel_Rarely,857.0,Research & Development,10.0,Bachelor,Other,High,Female,59.0,High,2.0,Research Scientist,High,Single,3660.0,7909.0,3.0,No,13.0,Excellent,Very High,4.0,Best,No,Age_group 1,Distance_4,HourlyRate_2,Income_2,Rate_2,DailyRate_3,PercentSalaryHike_2
44.0,Travel_Rarely,1376.0,Human Resources,1.0,College,Medical,Medium,Male,91.0,Medium,3.0,Human Resources,Low,Married,10482.0,2326.0,9.0,No,14.0,Excellent,Very High,1.0,Better,Yes,Age_group 4,Distance_1,HourlyRate_5,Income_5,Rate_1,DailyRate_5,PercentSalaryHike_3
33.0,Travel_Rarely,654.0,Research & Development,5.0,Bachelor,Life Sciences,Very High,Male,34.0,Medium,3.0,Healthcare Representative,Very High,Divorced,7119.0,21214.0,4.0,No,15.0,Excellent,High,2.0,Better,No,Age_group 2,Distance_2,HourlyRate_1,Income_4,Rate_4,DailyRate_2,PercentSalaryHike_3
35.0,Travel_Rarely,1204.0,Sales,9.20426409903714,Bachelor,Technical Degree,Very High,Male,86.0,High,3.0,Sales Executive,Low,Single,9582.0,10333.0,0.0,Yes,22.0,Outstanding,Low,2.0,Better,Yes,Age_group 3,Distance_4,HourlyRate_4,Income_4,Rate_2,DailyRate_4,PercentSalaryHike_5
33.0,Travel_Frequently,827.0,Research & Development,29.0,Master,Medical,Low,Female,54.0,Medium,2.0,Research Scientist,High,Single,4508.0,3129.0,1.0,No,22.0,Outstanding,Medium,4.0,Better,Yes,Age_group 2,Distance_5,HourlyRate_2,Income_3,Rate_1,DailyRate_3,PercentSalaryHike_5
28.0,Travel_Rarely,895.0,Research & Development,15.0,College,Life Sciences,Low,Male,50.0,High,1.0,Laboratory Technician,High,Divorced,2207.0,22482.0,1.0,No,16.0,Excellent,Very High,5.0,Good,No,Age_group 1,Distance_4,HourlyRate_2,Income_1,Rate_5,DailyRate_3,PercentSalaryHike_4
34.0,Travel_Frequently,618.0,Research & Development,3.0,Below College,Life Sciences,High,Male,45.0,High,2.0,Healthcare Representative,Very High,Single,7756.0,22266.0,0.0,No,17.0,Excellent,High,1.0,Good,No,Age_group 2,Distance_2,HourlyRate_1,Income_4,Rate_5,DailyRate_2,PercentSalaryHike_4
37.0,Travel_Rarely,309.0,Sales,10.0,Master,Life Sciences,Very High,Female,88.0,Medium,2.0,Sales Executive,Very High,Divorced,6694.0,24223.0,2.0,Yes,14.0,Excellent,High,5.0,Better,No,Age_group 3,Distance_4,HourlyRate_5,Income_4,Rate_5,DailyRate_1,PercentSalaryHike_3
25.0,Travel_Rarely,1219.0,Research & Development,4.0,Below College,Technical Degree,Very High,Male,32.0,High,1.0,Laboratory Technician,Very High,Married,3691.0,4605.0,1.0,Yes,15.0,Excellent,Medium,3.0,Best,Yes,Age_group 1,Distance_2,HourlyRate_1,Income_2,Rate_1,DailyRate_4,PercentSalaryHike_3
26.0,Travel_Rarely,1330.0,Research & Development,21.0,Bachelor,Medical,Low,Male,37.0,High,1.0,Laboratory Technician,High,Divorced,2377.0,19373.0,1.0,No,20.0,Outstanding,High,0.0,Good,Yes,Age_group 1,Distance_5,HourlyRate_1,Income_1,Rate_4,DailyRate_5,PercentSalaryHike_5
33.0,Travel_Rarely,1017.0,Research & Development,25.0,Bachelor,Medical,Low,Male,55.0,Medium,1.0,Research Scientist,Medium,Single,2313.0,2993.0,4.0,Yes,20.0,Outstanding,Medium,0.0,Better,Yes,Age_group 2,Distance_5,HourlyRate_2,Income_1,Rate_1,DailyRate_4,PercentSalaryHike_5
42.0,Travel_Rarely,469.0,Research & Development,2.0,College,Medical,Very High,Male,35.0,High,4.0,Manager,Low,Married,17665.0,14399.0,0.0,No,17.0,Excellent,Very High,3.0,Better,No,Age_group 4,Distance_1,HourlyRate_1,Income_5,Rate_3,DailyRate_2,PercentSalaryHike_4
28.0,Travel_Frequently,1009.0,Research & Development,1.0,Bachelor,Medical,Low,Male,45.0,Medium,1.0,Laboratory Technician,Medium,Divorced,2596.0,7160.0,1.0,No,15.0,Excellent,Low,2.0,Better,Yes,Age_group 1,Distance_1,HourlyRate_1,Income_1,Rate_2,DailyRate_4,PercentSalaryHike_3
50.0,Travel_Frequently,959.0,Sales,1.0,Master,Other,Very High,Male,81.0,High,2.0,Sales Executive,High,Single,4728.0,17251.0,3.0,Yes,14.0,Excellent,Very High,4.0,Better,Yes,Age_group 5,Distance_1,HourlyRate_4,Income_3,Rate_4,DailyRate_4,PercentSalaryHike_3
33.0,Travel_Frequently,970.0,Sales,7.0,Bachelor,Life Sciences,Very High,Female,30.0,High,2.0,Sales Executive,Medium,Married,4302.0,13401.0,0.0,No,17.0,Excellent,High,3.0,Better,No,Age_group 2,Distance_3,HourlyRate_1,Income_3,Rate_3,DailyRate_4,PercentSalaryHike_4
34.0,Non-Travel,697.0,Research & Development,3.0,Master,Life Sciences,High,Male,40.0,Medium,1.0,Research Scientist,Very High,Married,2979.0,22478.0,3.0,No,17.0,Excellent,Very High,2.0,Better,No,Age_group 2,Distance_2,HourlyRate_1,Income_2,Rate_5,DailyRate_3,PercentSalaryHike_4
48.0,Non-Travel,1262.0,Research & Development,1.0,Master,Medical,Low,Male,35.0,Very High,4.0,Manager,Very High,Single,16885.0,16154.0,2.0,No,22.0,Outstanding,High,3.0,Good,No,Age_group 5,Distance_1,HourlyRate_1,Income_5,Rate_3,DailyRate_5,PercentSalaryHike_5
45.0,Non-Travel,1050.0,Sales,9.0,Master,Life Sciences,Medium,Female,65.0,Medium,2.0,Sales Executive,High,Married,5593.0,17970.0,1.0,No,13.0,Excellent,Very High,2.0,Better,No,Age_group 4,Distance_3,HourlyRate_3,Income_3,Rate_4,DailyRate_4,PercentSalaryHike_2
52.0,Travel_Rarely,994.0,Research & Development,7.0,Master,Life Sciences,Medium,Male,87.0,High,3.0,Healthcare Representative,Medium,Single,10445.0,15322.0,7.0,No,19.0,Excellent,Very High,4.0,Better,No,Age_group 5,Distance_3,HourlyRate_4,Income_5,Rate_3,DailyRate_4,PercentSalaryHike_4
38.0,Travel_Rarely,770.0,Sales,10.0,Master,Marketing,High,Male,73.0,Medium,3.0,Sales Executive,High,Divorced,8740.0,5569.0,0.0,Yes,14.0,Excellent,Medium,2.0,Better,No,Age_group 3,Distance_4,HourlyRate_3,Income_4,Rate_1,DailyRate_3,PercentSalaryHike_3
29.0,Travel_Rarely,1107.0,Research & Development,28.0,Master,Life Sciences,High,Female,93.0,High,1.0,Research Scientist,Very High,Divorced,2514.0,26968.0,4.0,No,22.0,Outstanding,Low,1.0,Better,No,Age_group 1,Distance_5,HourlyRate_5,Income_1,Rate_5,DailyRate_4,PercentSalaryHike_5
28.0,Travel_Rarely,950.0,Research & Development,3.0,Bachelor,Medical,Very High,Female,93.0,High,3.0,Manufacturing Director,Medium,Divorced,7655.0,8039.0,0.0,No,17.0,Excellent,Medium,3.0,Good,No,Age_group 1,Distance_2,HourlyRate_5,Income_4,Rate_2,DailyRate_4,PercentSalaryHike_4
46.0,Travel_Rarely,406.0,Sales,3.0,Below College,Marketing,Low,Male,52.0,High,1.0,Manager,High,Married,17465.0,15596.0,3.0,No,15.206064782908339,Excellent,Very High,3.0,Better,No,Age_group 5,Distance_2,HourlyRate_2,Income_5,Rate_3,DailyRate_2,PercentSalaryHike_4
38.0,Travel_Rarely,130.0,Sales,2.0,College,Marketing,Very High,Male,32.0,High,3.0,Sales Executive,Medium,Single,7351.0,20619.0,7.0,No,16.0,Excellent,High,2.0,Better,No,Age_group 3,Distance_1,HourlyRate_1,Income_4,Rate_4,DailyRate_1,PercentSalaryHike_4
43.0,Travel_Frequently,1082.0,Research & Development,27.0,Bachelor,Life Sciences,High,Female,83.0,High,3.0,Manufacturing Director,Low,Married,10820.0,11535.0,8.0,No,11.0,Excellent,High,1.0,Better,No,Age_group 4,Distance_5,HourlyRate_4,Income_5,Rate_2,DailyRate_4,PercentSalaryHike_1
39.0,Travel_Frequently,203.0,Research & Development,2.0,Bachelor,Life Sciences,Low,Male,84.0,High,4.0,Healthcare Representative,Very High,Divorced,12169.0,13547.0,7.0,No,11.0,Excellent,Very High,4.0,Better,Yes,Age_group 4,Distance_1,HourlyRate_4,Income_5,Rate_3,DailyRate_1,PercentSalaryHike_1
40.0,Travel_Rarely,1308.0,Research & Development,14.0,Bachelor,Medical,High,Male,44.0,Medium,5.0,Research Director,High,Single,19626.0,17544.0,1.0,No,14.0,Excellent,Low,2.0,Best,No,Age_group 4,Distance_4,HourlyRate_1,Income_5,Rate_4,DailyRate_5,PercentSalaryHike_3
21.0,Travel_Rarely,984.0,Research & Development,1.0,Below College,Technical Degree,Very High,Female,70.0,Medium,1.0,Research Scientist,Medium,Single,2070.0,25326.0,1.0,Yes,11.0,Excellent,High,6.0,Best,No,Age_group 1,Distance_1,HourlyRate_3,Income_1,Rate_5,DailyRate_4,PercentSalaryHike_1
39.0,Non-Travel,439.0,Research & Development,9.0,Bachelor,Life Sciences,High,Male,70.0,High,2.0,Laboratory Technician,Medium,Single,6782.0,8770.0,9.0,No,15.0,Excellent,High,2.0,Good,No,Age_group 4,Distance_3,HourlyRate_3,Income_4,Rate_2,DailyRate_2,PercentSalaryHike_3
36.0,Non-Travel,217.0,Research & Development,18.0,Master,Life Sciences,Low,Male,78.0,High,2.0,Manufacturing Director,Very High,Single,7779.0,23238.0,2.0,No,20.0,Outstanding,Low,0.0,Better,No,Age_group 3,Distance_5,HourlyRate_4,Income_4,Rate_5,DailyRate_1,PercentSalaryHike_5
31.0,Travel_Frequently,793.0,Sales,20.0,Bachelor,Life Sciences,High,Male,67.0,Very High,1.0,Sales Representative,Very High,Married,2791.0,21981.0,0.0,No,12.0,Excellent,Low,4.0,Better,No,Age_group 2,Distance_5,HourlyRate_3,Income_2,Rate_5,DailyRate_3,PercentSalaryHike_1
28.0,Travel_Rarely,1451.0,Research & Development,2.0,Below College,Life Sciences,Low,Male,67.0,Medium,1.0,Research Scientist,Medium,Married,3201.0,19911.0,0.0,No,17.0,Excellent,Low,2.0,Bad,No,Age_group 1,Distance_1,HourlyRate_3,Income_2,Rate_4,DailyRate_5,PercentSalaryHike_4
35.0,Travel_Frequently,1182.0,Sales,11.0,College,Marketing,Very High,Male,54.0,High,2.0,Sales Executive,Very High,Divorced,4968.0,18500.0,1.0,No,11.0,Excellent,Very High,3.0,Better,No,Age_group 3,Distance_4,HourlyRate_2,Income_3,Rate_4,DailyRate_4,PercentSalaryHike_1
49.0,Travel_Rarely,174.0,Sales,8.0,Master,Technical Degree,Very High,Male,56.0,Medium,4.0,Sales Executive,Medium,Married,13120.0,11879.0,6.0,No,17.0,Excellent,Medium,3.0,Better,No,Age_group 5,Distance_3,HourlyRate_2,Income_5,Rate_3,DailyRate_1,PercentSalaryHike_4
34.0,Travel_Frequently,1003.0,Research & Development,2.0,College,Life Sciences,Very High,Male,95.0,High,2.0,Manufacturing Director,High,Single,4033.0,15834.0,2.0,No,11.0,Excellent,Very High,3.0,Good,No,Age_group 2,Distance_1,HourlyRate_5,Income_2,Rate_3,DailyRate_4,PercentSalaryHike_1
29.0,Travel_Frequently,490.0,Research & Development,10.0,Bachelor,Life Sciences,Very High,Female,61.0,High,1.0,Research Scientist,Medium,Divorced,3291.0,17940.0,0.0,No,14.0,Excellent,Very High,2.0,Good,No,Age_group 1,Distance_4,HourlyRate_3,Income_2,Rate_4,DailyRate_2,PercentSalaryHike_3
42.0,Travel_Rarely,188.0,Research & Development,29.0,Bachelor,Medical,Medium,Male,56.0,Low,2.0,Laboratory Technician,Very High,Single,4272.0,9558.0,4.0,No,19.0,Excellent,Low,3.0,Better,No,Age_group 4,Distance_5,HourlyRate_2,Income_3,Rate_2,DailyRate_1,PercentSalaryHike_4
29.0,Travel_Rarely,718.0,Research & Development,8.0,Below College,Medical,Medium,Male,79.0,Medium,2.0,Manufacturing Director,Very High,Married,5056.0,17689.0,1.0,No,15.0,Excellent,High,2.0,Good,No,Age_group 1,Distance_3,HourlyRate_4,Income_3,Rate_4,DailyRate_3,PercentSalaryHike_3
38.0,Travel_Rarely,433.0,Human Resources,1.0,Bachelor,Human Resources,High,Male,37.0,Very High,1.0,Human Resources,High,Married,2844.0,6004.0,1.0,No,13.0,Excellent,Very High,2.0,Best,No,Age_group 3,Distance_1,HourlyRate_1,Income_2,Rate_1,DailyRate_2,PercentSalaryHike_2
28.0,Travel_Frequently,773.0,Research & Development,6.0,Bachelor,Life Sciences,High,Male,39.0,Medium,1.0,Research Scientist,High,Divorced,2703.0,22088.0,1.0,Yes,14.0,Excellent,Very High,2.0,Better,No,Age_group 1,Distance_3,HourlyRate_1,Income_2,Rate_5,DailyRate_3,PercentSalaryHike_3
18.0,Non-Travel,247.0,Research & Development,8.0,Below College,Medical,High,Male,80.0,High,1.0,Laboratory Technician,High,Single,1904.0,13556.0,1.0,No,12.0,Excellent,Very High,0.0,Better,Yes,Age_group 1,Distance_3,HourlyRate_4,Income_1,Rate_3,DailyRate_1,PercentSalaryHike_1
33.0,Travel_Rarely,603.0,Sales,9.0,Master,Marketing,Low,Female,77.0,High,2.0,Sales Executive,Low,Single,8224.0,18385.0,0.0,Yes,17.0,Excellent,Low,3.0,Better,Yes,Age_group 2,Distance_3,HourlyRate_4,Income_4,Rate_4,DailyRate_2,PercentSalaryHike_4
41.0,Travel_Rarely,167.0,Research & Development,12.0,Master,Life Sciences,Medium,Male,46.0,High,1.0,Laboratory Technician,Very High,Married,4766.0,9051.0,3.0,Yes,11.0,Excellent,Low,4.0,Better,No,Age_group 4,Distance_4,HourlyRate_2,Income_3,Rate_2,DailyRate_1,PercentSalaryHike_1
31.0,Travel_Frequently,874.0,Research & Development,15.0,Bachelor,Medical,High,Male,72.0,High,1.0,Laboratory Technician,High,Married,2610.0,6233.0,1.0,No,12.0,Excellent,High,5.0,Good,Yes,Age_group 2,Distance_4,HourlyRate_3,Income_1,Rate_1,DailyRate_3,PercentSalaryHike_1
37.0,Travel_Rarely,367.0,Research & Development,9.20426409903714,College,Medical,High,Female,52.0,Medium,2.0,Healthcare Representative,Very High,Divorced,5731.0,17171.0,7.0,No,13.0,Excellent,High,2.0,Better,No,Age_group 3,Distance_4,HourlyRate_2,Income_3,Rate_4,DailyRate_1,PercentSalaryHike_2
27.0,Travel_Rarely,199.0,Research & Development,6.0,Bachelor,Life Sciences,Very High,Male,55.0,Medium,1.0,Research Scientist,High,Married,2539.0,7950.0,1.0,No,13.0,Excellent,High,0.0,Better,No,Age_group 1,Distance_3,HourlyRate_2,Income_1,Rate_2,DailyRate_1,PercentSalaryHike_2
34.0,Travel_Rarely,802.7306374228924,Sales,9.0,Below College,Life Sciences,Medium,Female,70.0,High,2.0,Sales Executive,High,Married,5714.0,5829.0,1.0,No,20.0,Outstanding,Low,3.0,Good,No,Age_group 2,Distance_3,HourlyRate_3,Income_3,Rate_1,DailyRate_3,PercentSalaryHike_5
35.0,Travel_Rarely,528.0,Human Resources,8.0,Master,Technical Degree,High,Male,100.0,High,1.0,Human Resources,High,Single,4323.0,7108.0,1.0,No,17.0,Excellent,Medium,2.0,Bad,No,Age_group 3,Distance_3,HourlyRate_5,Income_3,Rate_2,DailyRate_2,PercentSalaryHike_4
29.0,Travel_Rarely,408.0,Sales,23.0,Below College,Life Sciences,Very High,Female,45.0,Medium,3.0,Sales Executive,Low,Married,7336.0,11162.0,1.0,No,13.0,Excellent,Low,3.0,Bad,Yes,Age_group 1,Distance_5,HourlyRate_1,Income_4,Rate_2,DailyRate_2,PercentSalaryHike_2
40.0,Travel_Frequently,593.0,Research & Development,9.0,Master,Medical,High,Female,88.0,High,3.0,Research Director,High,Single,13499.0,13782.0,9.0,No,17.0,Excellent,High,3.0,Good,No,Age_group 4,Distance_3,HourlyRate_5,Income_5,Rate_3,DailyRate_2,PercentSalaryHike_4
42.0,Travel_Frequently,481.0,Sales,12.0,Bachelor,Life Sciences,High,Male,44.0,High,4.0,Sales Executive,Low,Single,13758.0,2447.0,0.0,Yes,12.0,Excellent,Medium,2.0,Good,Yes,Age_group 4,Distance_4,HourlyRate_1,Income_5,Rate_1,DailyRate_2,PercentSalaryHike_1
42.0,Travel_Rarely,647.0,Sales,4.0,Master,Marketing,Medium,Male,45.0,High,2.0,Sales Executive,Low,Single,5155.0,2253.0,7.0,No,13.0,Excellent,Very High,3.0,Best,No,Age_group 4,Distance_2,HourlyRate_1,Income_3,Rate_1,DailyRate_2,PercentSalaryHike_2
35.0,Travel_Rarely,982.0,Research & Development,1.0,Master,Medical,Very High,Male,58.0,Medium,1.0,Laboratory Technician,High,Married,2258.0,16340.0,6.0,No,12.0,Excellent,Medium,2.0,Better,No,Age_group 3,Distance_1,HourlyRate_2,Income_1,Rate_3,DailyRate_4,PercentSalaryHike_1
24.0,Travel_Rarely,477.0,Research & Development,24.0,Bachelor,Medical,Very High,Male,49.0,High,1.0,Laboratory Technician,Medium,Single,3597.0,6409.0,8.0,No,22.0,Outstanding,Very High,2.0,Better,No,Age_group 1,Distance_5,HourlyRate_2,Income_2,Rate_1,DailyRate_2,PercentSalaryHike_5
